"homograph"	"wordid"	"sentence"	"start"	"end"
"conduct"	"conduct_nou"	"Referees enforce rules of fair play during sports games by monitoring players' conduct."	79	86
"conduct"	"conduct_nou"	"The orchestra's conduct was impressive, and they received a standing ovation."	16	23
"conduct"	"conduct_vrb"	"She was appointed to conduct an investigation into the company's financial practices."	21	28
"conduct"	"conduct_vrb"	"The scientist had to conduct extensive research before publishing his findings."	21	28
"conduct"	"conduct_vrb"	"The airline staff were trained to conduct safety drills in case of emergencies."	34	41
"conduct"	"conduct_vrb"	"The judge instructed the jury to carefully consider all evidence presented in court and conduct a fair deliberation process."	88	95
"conduct"	"conduct_vrb"	"The group studied the optical properties of graphene, including its ability to conduct light efficiently."	79	86
"confines"	"confines_nou"	"Despite being stuck indoors during a snowstorm, they managed to have fun within the warm confines of their living room."	89	97
"confines"	"confines_nou"	"Urban development encroached upon green areas, shrinking nature reserves within concrete confines."	89	97
"confines"	"confines_nou"	"As an introvert, she found large gatherings overwhelming and often sought out quiet spaces to escape their confines."	107	115
"confines"	"confines_nou"	"Intricate details on ancient buildings revealed stories about cultures that once flourished within their confines."	105	113
"confines"	"confines_nou"	"She longed for adventure beyond the confines of her mundane routine."	36	44
"confines"	"confines_vrb"	"He confines his activities to the designated area."	3	11
"confines"	"confines_vrb"	"Her small apartment confines her to a cramped living space."	20	28
"confines"	"confines_vrb"	"The city's traffic congestion confines me to my neighborhood most days."	30	38
"confines"	"confines_vrb"	"My shy personality confines me to interacting only with close friends and family."	19	27
"confines"	"confines_vrb"	"He has never had the courage to break free from the toxic environment that confines his thoughts."	75	83
"conflict"	"conflict_nou"	"The main character's inner conflict was a central theme throughout the novel."	27	35
"conflict"	"conflict_nou"	"The company's management team was facing a conflict over the direction of the business."	43	51
"conflict"	"conflict_nou"	"The peace talks ended in failure because neither side could agree to compromise on key issues, leaving the conflict unresolved."	107	115
"conflict"	"conflict_nou"	"Military intervention only fueled more conflict in the region."	39	47
"conflict"	"conflict_nou"	"The peace treaty brought an end to years of conflict."	44	52
"conflict"	"conflict_vrb"	"The coach encouraged his players to conflict with each other during practice drills."	36	44
"conflict"	"conflict_vrb"	"The company has struggled to find solutions that don’t conflict with existing laws and regulations."	57	65
"conflict"	"conflict_vrb"	"The siblings conflict on the best way to solve the problem."	13	21
"conflict"	"conflict_vrb"	"The committee members conflict over the proposed budget allocation."	22	30
"conflict"	"conflict_vrb"	"My parents conflict about how to discipline me when I misbehave."	11	19
"conglomerate"	"conglomerate_adj-nou"	"The conglomerate was formed through the merger of several smaller companies."	4	16
"conglomerate"	"conglomerate_adj-nou"	"The conglomerate's diverse portfolio included businesses in industries ranging from technology to healthcare."	4	16
"conglomerate"	"conglomerate_adj-nou"	"Through strategic investments and partnerships, the conglomerate aimed to expand its presence within emerging markets."	52	64
"conglomerate"	"conglomerate_adj-nou"	"The company's conglomerate business model allowed them to expand into new markets quickly."	14	26
"conglomerate"	"conglomerate_adj-nou"	"In order to streamline operations and increase efficiency, the conglomerate organization implemented a series of cost-cutting measures."	63	75
"conglomerate"	"conglomerate_vrb"	"In order to expand globally, the startup needed to conglomerate funds from international investors."	51	63
"conglomerate"	"conglomerate_vrb"	"Due to financial difficulties, the family had no choice but to conglomerate their possessions and sell them off piece by piece."	63	75
"conglomerate"	"conglomerate_vrb"	"As part of restructuring measures, upper management made the decision to conglomerate divisions within the firm."	73	85
"conglomerate"	"conglomerate_vrb"	"The city council voted to conglomerate three neighboring towns into a single municipality."	26	38
"conglomerate"	"conglomerate_vrb"	"At room temperature, these compounds tend to conglomerate and form large clusters."	45	57
"conjugate"	"conjugate_adj-nou"	"The conjugate of a complex number is its mirror image across the real axis."	4	13
"conjugate"	"conjugate_adj-nou"	"In chemistry, a conjugate is a pair of molecules or ions that are connected by a covalent bond and have a charge difference between them."	16	25
"conjugate"	"conjugate_adj-nou"	"The eigenvalues of a real matrix come in conjugate pairs."	41	50
"conjugate"	"conjugate_adj-nou"	"The conjugate base of an acid is its negative ion formed by loss of a proton (H+)."	4	13
"conjugate"	"conjugate_adj-nou"	"Growth hormones triggered anticlinal cell divisions, resulting in conjugate tissue layers within developing shoots."	66	75
"conjugate"	"conjugate_vrb"	"It's been found that certain strains of E coli can conjugate and share antibiotic resistance genes."	51	60
"conjugate"	"conjugate_vrb"	"Researchers have been studying how proteins conjugate and interact within cells for many years."	44	53
"conjugate"	"conjugate_vrb"	"By introducing alkyl chains on either side of the phenol group, we were able to conjugate it with the polymer backbone."	80	89
"conjugate"	"conjugate_vrb"	"Photolysis generates highly reactive radicals that rapidly conjugate with surrounding molecules."	59	68
"conjugate"	"conjugate_vrb"	"The teacher asked her students to conjugate the irregular verbs on the blackboard."	34	43
"conscript"	"conscript_nou"	"After finishing his tour of duty, he returned home glad to leave behind the rigors of being a conscript."	94	103
"conscript"	"conscript_nou"	"Conscript troops played a crucial role in defending the nation's borders against foreign threats."	0	9
"conscript"	"conscript_nou"	"It'll take time for him to adjust to life outside the barracks after serving as a conscript."	82	91
"conscript"	"conscript_nou"	"Medical conditions like asthma might exempt you from serving as a fighting conscript but not support staff."	75	84
"conscript"	"conscript_nou"	"As a conscript, he experienced harsh treatment from his commanders and older soldiers."	5	14
"conscript"	"conscript_vrb"	"Corporations conscript interns to perform tasks without pay or benefits."	13	22
"conscript"	"conscript_vrb"	"City planners conscript property owners to make way for gentrification initiatives."	14	23
"conscript"	"conscript_vrb"	"As enemy forces approached, the townspeople had no choice but to conscript every able-bodied man they could find."	65	74
"conscript"	"conscript_vrb"	"They were forced to conscript civilians to build fortifications for their defense."	20	29
"conscript"	"conscript_vrb"	"Many countries still conscript their citizens into mandatory military service."	21	30
"console"	"console_nou"	"She reached under the table to grab her console, where she kept her laptop hidden."	40	47
"console"	"console_nou"	"His eyes flickered across the control console while he tried to remember how to activate the machine."	38	45
"console"	"console_nou"	"With just one touch on my smartphone console, I could summon a ride anywhere in town."	37	44
"console"	"console_nou"	"She reached for her console to check her messages before leaving for work."	20	27
"console"	"console_nou"	"In the cockpit, Captain Jameson checked the navigation console to ensure they were still headed towards their destination."	55	62
"console"	"console_vrb"	"His words of wisdom helped console me during my difficult time."	27	34
"console"	"console_vrb"	"Console yourself with happy memories while you're feeling sad."	0	7
"console"	"console_vrb"	"A hug from a loved one can often help console those who are suffering emotionally."	38	45
"console"	"console_vrb"	"I was trying hard not to cry but felt like I would never stop once I started, so I called up my bestie to console myself."	106	113
"console"	"console_vrb"	"My bestie always knows how to console me when I am down or upset about something."	30	37
"consort"	"consort_nou"	"The queen's consort was a dashing young man named Prince Philip."	12	19
"consort"	"consort_nou"	"As the CEO's consort, I had access to all of the company's top-secret documents and meetings."	13	20
"consort"	"consort_nou"	"They formed an electronic music consort and started producing tracks together."	32	39
"consort"	"consort_nou"	"Their jazz consort featured some of the city's top musicians on saxophone, piano, bass, and drums."	11	18
"consort"	"consort_nou"	"The team worked together in perfect consort to win the championship game."	36	43
"consort"	"consort_vrb"	"It's dangerous to consort with strangers who may have harmful intentions."	18	25
"consort"	"consort_vrb"	"Despite warnings from her friends, Sarah continued to consort with her abusive ex-boyfriend."	54	61
"consort"	"consort_vrb"	"After the argument, they didn't speak to each other for weeks, avoiding any chance encounter that might lead them to consort again."	117	124
"consort"	"consort_vrb"	"She refused to consort with anyone associated with such immoral behavior."	15	22
"consort"	"consort_vrb"	"Despite their differences, they found common ground and began to consort regularly."	65	72
